Article Title,Cited,Impact Factor,altmetric_score,DOI,retracted,severity_category
Effect of pantoprazole to enhance activity of docetaxel against human tumour xenografts by inhibiting autophagy,3.0,6.4,9.5,10.1038/s41416-024-02660-4,yes,Critical
Study the role of MgONTs on adsorption and detection of carbon dioxide: first-principles density calculations,6.0,3,3.7,10.1016/j.comptc.2024.114576,yes,Critical
Application of Ca12O12 nanocage for detection of aluminum phosphide molecule: First-principles investigation,6.0,3,3.7,10.1016/j.comptc.2024.114575,yes,Critical
Glypican-3 reexpression regulates apoptosis in murine adenocarcinoma mammary cells modulating PI3K/Akt and p38MAPK signaling pathways,2.0,3,10.16,10.1007/s10549-023-07120-w,yes,Critical
"Formation of giant iron oxide-copper-gold deposits by superimposed, episodic hydrothermal pulses",12.0,8.1,8.35,10.1038/s43247-023-00774-w,yes,Major
Repertoire of the gut microbiota from stomach to colon using culturomics and next-generation sequencing,14.0,4,16.91,10.1186/s12866-023-03167-3,yes,Minor
Ginkgolide B inhibits lung cancer cells promotion via beclin-1-dependent autophagy,1.0,3.3,1.0,10.1186/s12906-023-04095-5,yes,Critical
Haplotype analysis on correlation between transcription factor 7-like 2 gene polymorphism and breast cancer risk,1.0,3.4,0.25,10.1186/s12885-024-12097-w,yes,Major
The role of CRP and ATG9B expression in clear cell renal cell carcinoma,1.0,3.8,0.25,10.1042/BSR-2017-1082_RET,yes,Critical
Two new coordination polymers: Magnetic properties and treatment activity on non-small cell lung cancer by reversing the resistance of the cancer cells,1.0,5.3,0.5,10.1016/j.arabjc.2023.104742,yes,Critical
QbD-based rivastigmine tartrate-loaded solid lipid nanoparticles for enhanced intranasal delivery to the brain for Alzheimer's therapeutics,8.0,4.1,11.5,10.3389/fnagi.2024.1399271,yes,Moderate
Protective effect of down-regulated microRNA-27a mediating high thoracic epidural block on myocardial ischemia-reperfusion injury in mice through regulating ABCA1 and NF-κB signaling pathway,2.0,6.9,0.5,10.1016/j.biopha.2023.114873,yes,Critical
MicroRNA-370 protects against myocardial ischemia/reperfusion injury in mice following sevoflurane anesthetic preconditioning through PLIN5-dependent PPAR signaling pathway,1.0,6.9,0.25,10.1016/j.biopha.2023.114875,yes,Critical
LncRNA SNHG3 promotes the growth and metastasis of colorectal cancer by regulating miR-539/RUNX2 axis,1.0,6.9,0.25,10.1016/j.biopha.2023.114877,yes,Critical
Therapeutic effects of melatonin on cerebral ischemia reperfusion injury: Role of Yap-OPA1 signaling pathway and mitochondrial fusion,1.0,6.9,0.5,10.1016/j.biopha.2024.116199,yes,Critical
Effectiveness of educational and training intervention for improving hand hygiene compliance amongst nurses: a systematic review and meta-analysis of randomised controlled trials,1.0,1.4,0.5,10.1177/00369330241240826,yes,Critical
Dramatic HIV DNA degradation associated with spontaneous HIV suppression and disease-free outcome in a young seropositive woman following her infection,6.0,3.8,3.85,10.1038/s41598-020-70050-w,yes,Administrative
Dramatic HIV DNA degradation associated with spontaneous HIV suppression and disease-free outcome in a young seropositive woman following her infection,6.0,3.8,3.85,10.1038/s41598-024-60734-y,yes,Moderate
MiR-1290 promotes cancer progression by targeting nuclear factor I/X(NFIX) in esophageal squamous cell carcinoma (ESCC),1.0,6.9,7.0,10.1016/j.biopha.2024.116189,yes,Critical
MicroRNA-497 promotes proliferation and inhibits apoptosis of cardiomyocytes through the downregulation of Mfn2 in a mouse model of myocardial ischemia-reperfusion injury,3.0,6.9,7.83,10.1016/j.biopha.2023.114741,yes,Critical
LncRNA SNHG16 promotes tumor growth of pancreatic cancer by targeting miR-218-5p,3.0,6.9,1.25,10.1016/j.biopha.2024.116188,yes,Critical
Dexmedetomidine exerts neuroprotective effect via the activation of the PI3K/Akt/mTOR signaling pathway in rats with traumatic brain injury,5.0,6.9,8.08,10.1016/j.biopha.2023.115945,yes,Critical
ICDN: integrating consistency and difference networks by transformer for multimodal sentiment analysis,1.0,3.4,0.25,10.1007/s10489-023-04869-x,yes,Major
Generalisability and stability of visual comparison ability,4.0,2.1,27.0,10.1002/acp.4173,yes,Critical
Symbiotic Association Between Ants and Fungus,12.0,3,12.85,10.1093/aesa/saad007,yes,Critical
"5-Lipoxygenase gene transfer worsens memory, amyloid, and tau brain pathologies in a mouse model of alzheimer disease",2.0,8.1,1.5,10.1002/ana.26938,yes,Critical
The personality types of key catalytic individuals shape colonies' collective behaviour and success,5.0,2.3,19.0,10.1016/j.anbehav.2021.01.010,yes,Critical
The personality types of key catalytic individuals shape colonies' collective behaviour and success,5.0,2.3,19.0,10.1016/j.anbehav.2023.09.003,yes,Critical
K-Ras G12V/T35S-ERK1/2 pathway regulates H2BS14ph through Mst1 to facilitate the advancement of breast cancer cells,2.0,5,7.33,10.1002/biof.1589,yes,Critical
Extracting the practices of paleogenomics: A study of ancient DNA labs and research in relation to Native Americans and Indigenous peoples,62.0,1.7,41.650000000000006,10.1002/ajpa.24714,yes,Minor
Long noncoding RNA ITGB2-AS1 promotes growth and metastasis through miR-4319/RAF1 axis in pancreatic ductal adenocarcinoma,1.0,4.5,8.0,10.1002/jcp.29471,yes,Minor
The Effect of Preterm Birth on Maximal Aerobic Exercise Capacity and Lung Function in Healthy Adults: A Systematic Review and Meta-analysis,5.0,9.3,0.75,10.1007/s40279-023-01935-9,yes,Administrative
"Glycyrrhizic acid ameliorates submandibular gland oxidative stress, autophagy and vascular dysfunction in rat model of type 1 diabetes",5.0,3.8,2.35,10.1038/s41598-023-49826-3,yes,Critical
Employees' personality traits and needs' frustration predicts stress overload during the COVID-19 pandemic,2.0,1.8,12.0,10.1111/sjop.13002,yes,Critical
A pilot study of the effect of transcranial magnetic stimulation treatment on cognitive dysfunction associated with post COVID-19 condition,99.0,5,62.75000000000005,10.1111/pcn.13587,yes,Major
Fumagillin regulates stemness and malignancies in cancer stem-like cells derived from liver cancer via targeting to MetAP-2,1.0,2.9,8.0,10.1371/journal.pone.0300802,yes,Critical
Dermokine mutations contribute to epithelial-mesenchymal transition and advanced melanoma through ERK/MAPK pathways,1.0,2.9,8.0,10.1371/journal.pone.0300807,yes,Critical
"Inhibitory potentials of Streptomyces exfoliatus strain 'MUJA10' against bacterial pathogens isolated from rural areas in Riyadh, Saudi Arabia",1.0,2.9,8.0,10.1371/journal.pone.0298008,yes,Critical
Transcriptome characterization of Larrea tridentata and identification of genes associated with phenylpropanoid metabolic pathways,2.0,2.9,11.0,10.1371/journal.pone.0296317,yes,Critical
Earth-Abundant Iron Diboride (FeB2) Nanoparticles as Highly Active Bifunctional Electrocatalysts for Overall Water Splitting,9.0,24.4,14.08,10.1002/aenm.202300489,yes,Critical
Phosphotyrosine picked threonine kinase stimulates proliferation of human osteosarcoma cells in vitro and in vivo,1.0,3,5.08,10.5114/aoms/171925,yes,Minor
A Closed-Loop Control Mathematical Model for Photovoltaic-Electrostatic Hybrid Actuator with a Slant Lower Electrode Based on PLZT Ceramic,2.0,2.2,1.0,10.3390/act12020088,yes,Major
"Efficient detection of pathogen virus in sand dabs, Paralichthys olivaceus using loop-mediated isothermal amplification (LAMP)",1.0,1.4,0.25,10.1007/s13131-023-2240-4,yes,Major
Treatment of methicillin resistant Staphylococcus aureus wound infection using vancomycin-loaded nanoparticles: An in vitro and in vivo study,1.0,1.3,0.25,10.1556/030.2023.02050,yes,Critical
MicroRNA-1179 regulates proliferation and chemosensitivity of human ovarian cancer cells by targeting the PTEN-mediated PI3K/AKT signaling pathway,1.0,3,0.25,10.5114/aoms/162282,yes,Minor
Molecular dynamics simulation of phase transition procedure of water-based nanofluid flow containing CuO nanoparticles,1.0,6.2,5.08,10.1016/j.aej.2023.06.029,yes,Critical
Increasing Prevalence of Antinuclear Antibodies in the United States,155.0,11.4,660.5160000000001,10.1002/art.41214,yes,Critical
A bibliometric analysis of Atangana-Baleanu operators in fractional calculus,2.0,6.2,10.12,10.1016/j.aej.2022.11.041,yes,Major
PKCδ null mutations in a mouse model of osteoarthritis alter osteoarthritic pain independently of joint pathology by augmenting NGF/TrkA-induced axonal outgrowth,8.0,20.3,18.62,10.1136/annrheumdis-2015-208444ret,yes,Critical
Investigating the peak outflow through a spatial embankment dam breach,1.0,6,5.04,10.1016/j.asej.2023.102444,yes,Major
A randomized controlled study of the effect of hyoscine butylbromide on duration of labor in primigravida women with prolonged labor,7.0,2.1,0.25,10.1007/s00404-024-07481-7,yes,Critical
Fetal fibronectin (Quick Check fFN test) for detection of premature rupture of fetal membranes,2.0,2.1,9.25,10.1007/s00404-023-07318-9,yes,Critical
Real-time agricultural field monitoring and smart irrigation architecture using the internet of things and quadrotor unmanned aerial vehicles,2.0,2,1.0,10.1002/agj2.21461,yes,Moderate
Monitoring system of agricultural performance based on multisensor data and cross-validation technique in merging temporal images,1.0,2,0.5,10.1002/agj2.21462,yes,Moderate
Proapoptotic BAX and BAK Modulate the Unfolded Protein Response by a Direct Interaction with IRE1α,19.0,44.7,49.510000000000005,10.1126/science.adp1104,yes,Critical
Activated Microglia in the Early Stage of a Rat Model of Parkinson’s Disease: Revealed by PET-MRI Imaging by [18F]DPA-714 Targeting TSPO,1.0,4.1,0.25,10.1021/acschemneuro.3c00080,yes,Minor
6-Mercaptopurine exerts an immunomodulatory and neuroprotective effect on permanent focal cerebral occlusion in rats,1.0,1.9,5.04,10.1007/s00701-024-05904-7,yes,Critical
Three-Axial Strain-Triggered Multimode Wrinkles with Tuneable Frictional and Optical Performances,1.0,8.3,0.5,10.1021/acsami.3c06867,yes,Critical
Multifunctional Cellulose/rGO/Fe3O4 Composite Aerogels for Electromagnetic Interference Shielding,2.0,8.3,10.16,10.1021/acsami.4c04346,yes,Critical
Experimental and ab initio based DFT calculation of NaFe0.5Co0.5O2 as an excellent cathode material for futuristic sodium ion batteries,4.0,8.9,2.0,10.1016/j.est.2024.111015,yes,Critical
Dissecting the splicing mechanism of the Drosophila editing enzyme; dADAR,2.0,16.6,10.16,10.1093/nar/gkad844,yes,Major
Dissecting the splicing mechanism of the Drosophila editing enzyme; dADAR,2.0,16.6,10.16,10.1093/nar/gkae221,yes,Critical
Angiotensin receptor blockade improves the net balance of cardiac Ca2+ handling-related proteins in sympathetic hyperactivity-induced heart failure,1.0,5.2,5.08,10.1016/j.lfs.2024.122603,yes,Critical
"Clostridium perfringens Type E Animal Enteritis Isolates with Highly Conserved, Silent Enterotoxin Gene Sequences",5.0,2.9,3.0,10.1128/iai.00066-24,yes,Critical
Opioids for treating refractory dyspnea in patients with heart failure: A protocol for systematic review and meta-analysis,2.0,1.3,18.0,10.1097/MD.0000000000034401,yes,Major
Probabilistic scheduling of power-to-gas storage system in renewable energy hub integrated with demand response program,1.0,8.9,5.08,10.1016/j.est.2023.108955,yes,Major
The current state of research on influenza antiviral drug development: drugs in clinical trial and licensed drugs,10.0,5.1,6.55,10.1128/mbio.00106-24,yes,Minor
The political is personal: The costs of daily politics,235.0,6.4,1022.44,10.1037/pspa0000349,yes,Administrative
Analysis of the Generation Z's Viewpoint from the Faith-Based Educational Institutions on the Toxic Positivity Phenomena: How and Why?,2.0,0.8,1.85,10.1177/15423050231216823,yes,Critical
Artificial photoactive chlorophyll conjugated vanadium carbide nanostructure for synergistic photothermal/photodynamic therapy of cancer,2.0,10.6,1.0,10.1186/s12951-023-02265-8,yes,Critical
Risk analysis of a flywheel battery gearbox based on optimized stochastic resonance model,9.0,8.9,12.91,10.1016/j.est.2023.108949,yes,Moderate
Impact of phase change material-based heatsinks on lithium-ion battery thermal management: A comprehensive review,6.0,8.9,8.33,10.1016/j.est.2024.111409,yes,Critical
The influence of battery distance on a hybrid air-cooled cylindrical lithium-ion battery phase change material thermal management system for storing solar energy,4.0,8.9,7.83,10.1016/j.est.2023.109601,yes,Critical
"Cooling of non-sloped, positively sloped, and negatively sloped arrangements of Li-ion batteries with a phase change material connected to a solar system",1.0,8.9,0.25,10.1016/j.est.2023.110237,yes,Critical
Theoretical simulation and experimental design of selenium and gold incorporated polymer-based microcarriers for ROS-mediated combined photothermal therapy,1.0,9.4,5.08,10.1016/j.jcis.2024.03.121,yes,Critical
Part II: a step-by-step guide to latent class analysis,7.0,7.3,4.1,10.1016/j.jclinepi.2023.06.004,yes,Major
Is fractionated robotic stereotactic body radiosurgery optional salvage treatment for the re-irradiation of locally recurrent nasopharyngeal carcinoma?,2.0,1.4,1.85,10.4103/0973-1482.381627,yes,Moderate
Sustainability analysis of a hybrid renewable power system with battery storage for islands application,9.0,8.9,12.66,10.1016/j.est.2022.104682,yes,Critical
Optimization and sensitivity analysis of extended surfaces during melting and freezing of phase changing materials in cylindrical Lithium-ion battery cooling,9.0,8.9,12.91,10.1016/j.est.2022.104545,yes,Critical
'Self-stigma' of people with cutaneous leishmaniasis the unrecognized one: what do we think; what do we know; what can we prove?,1.0,4.5,0.5,10.1186/s12939-024-02108-4,yes,Major
Factors impacting sugarcane production by small-scale farmers in KwaZulu-Natal Province-South Africa,1.0,3.4,3.0,10.1016/j.heliyon.2023.e22372,yes,Critical
Study of pressure drop and heat transfer in cooling of lithium-ion battery with rhombic arrangement with two different outlets and different inlet dimensions,2.0,8.9,0.25,10.1016/j.est.2024.111014,yes,Critical
The effect of the zigzag arrangement of lithium-ion batteries inside the air duct of an office building for heating and evaluation of the impact of the number of air outlets in different seasons of the year,3.0,8.9,7.58,10.1016/j.est.2024.111408,yes,Critical
Impact of Nutrition Interventions for Reduction of Anemia in Women of Reproductive Age in Low- and Middle-Income Countries: A Meta-Review,6.0,3.8,4.1,10.1093/cdn/nzac134,yes,Critical
"Circular RNA Hsa_circ_0023404 Promotes Proliferation, Migration and Invasion in Non-Small Cell Lung Cancer by Regulating miR-217/ZEB1 Axis",1.0,2.7,0.25,10.2147/OTT.S471175,yes,Critical
Overexpression of Mst1 Reduces Gastric Cancer Cell Viability by Repressing the AMPK-Sirt3 Pathway and Activating Mitochondrial Fission,2.0,2.7,12.08,10.2147/OTT.S471173,yes,Critical
Impacts of smartphone radiation on pregnancy: A systematic review,40.0,3.4,33.0,10.1016/j.heliyon.2023.e16632,yes,Critical
Epitopes screening and vaccine molecular design of SADS-CoV based on immunoinformatics,2.0,2.6,1.25,10.3389/fvets.2023.1342203,yes,Minor
Correlation Analysis Between Required Surgical Indexes and Complications in Patients With Coronary Heart Disease,6.0,1.6,9.08,10.3389/fsurg.2023.1237609,yes,Critical
Hypertonic Saline Compared to Mannitol for the Management of Elevated Intracranial Pressure in Traumatic Brain Injury: A Meta-Analysis,2.0,1.6,0.5,10.3389/fsurg.2023.1220316,yes,Critical
Empirical analysis of the impact of China-Japan-South Korea transportation infrastructure investment on environmental degradation and the validity of the environmental Kuznets curve hypothesis,1.0,2.6,0.25,10.3389/fpsyg.2023.1339764,yes,Moderate
Neural Correlates of Handwriting Effects in L2 Learners,2.0,2.6,1.1,10.3389/fpsyg.2024.1375201,yes,Critical
An empirical analysis of the impact of gender inequality and sex ratios at birth on China's economic growth,2.0,2.6,1.25,10.3389/fpsyg.2023.1341557,yes,Moderate
Emergence of Asian endemic begomoviruses as a pandemic threat,6.0,4.1,3.2,10.3389/fpls.2023.1237555,yes,Major
